	Query strain ID	Array strain ID	P-value	Combined mutant fitness	Combined mutant fitness standard deviation	g1	g2	g3
407996	YLR200W+YDL227C_tm3413	YMR296C_tsa603	0.4081	0.4983	0.1533	YDL227C	YLR200W	YMR296C
394995	YLR021W+YDL227C_tm3348	YOR368W_dma4760	0.4081	0.8733	0.1067	YDL227C	YLR021W	YOR368W
126741	YDL227C+YLR102C_tm2764	YOR264W_dma4664	0.4081	1.0087	0.053	YDL227C	YLR102C	YOR264W
335998	YHR119W+YDL227C_tm3287	YML034W_dma3529	0.4081	0.739	0.106	YDL227C	YHR119W	YML034W
88371	YDL227C+YHR154W_tm2756	YPL003W_dma4768	0.4081	0.907	0.0709	YDL227C	YHR154W	YPL003W
3301	YAR003W+YDL227C_tm3286	YOR264W_dma4664	0.4081	0.8892	0.037	YAR003W	YDL227C	YOR264W
8754	YBR043C+YDL227C_tm3181	YGR206W_dma1960	0.4081	0.9589	0.0899	YBR043C	YDL227C	YGR206W
394483	YLR021W+YDL227C_tm3348	YHR154W_dma2190	0.4081	0.842	0.0468	YDL227C	YHR154W	YLR021W
126164	YDL227C+YLR102C_tm2764	YGL231C_dma1761	0.4081	0.9375	0.0435	YDL227C	YGL231C	YLR102C
335965	YHR119W+YDL227C_tm3287	YLR337C_dma3380	0.408	0.3042	0.1343	YDL227C	YHR119W	YLR337C
265910	YDR363W+YDL227C_tm3182	YMR129W_dma3711	0.408	0.8659	0.017	YDL227C	YDR363W	YMR129W
361917	YJL030W+YDL227C_tm3211	YGR281W_dma2006	0.408	0.9394	0.0603	YDL227C	YGR281W	YJL030W
43500	YDL227C+YBL041W_tm2790	YBR229C_dma402	0.408	0.918	0.0521	YBL041W	YBR229C	YDL227C
336600	YHR119W+YDL227C_tm3346	YDR386W_dma1107	0.408	0.8298	0.0433	YDL227C	YDR386W	YHR119W
361807	YJL030W+YDL227C_tm3211	YGL019W_dma1600	0.408	0.8159	0.0638	YDL227C	YGL019W	YJL030W
48961	YDL227C+YDL091C_tm2931	YOR027W_dma4442	0.408	0.9583	0.0812	YDL091C	YDL227C	YOR027W
363237	YJL030W+YDL227C_tm3288	YLR185W_dma3263	0.4079	0.5296	0.0709	YDL227C	YJL030W	YLR185W
265855	YDR363W+YDL227C_tm3182	YML009C_dma3526	0.4079	0.8304	0.0441	YDL227C	YDR363W	YML009C
265150	YDR363W+YDL227C_tm3182	YBR084W_dma242	0.4079	0.8477	0.0376	YBR084W	YDL227C	YDR363W
317851	YGR206W+YDL227C_tm3351	YMR123W_dma3715	0.4079	0.7602	0.0412	YDL227C	YGR206W	YMR123W
46474	YDL227C+YBR229C_tm2775	YML012W_dma3523	0.4078	0.9546	0.0583	YBR229C	YDL227C	YML012W
73322	YDL227C+YGL241W_tm2826	YML012W_dma3523	0.4078	0.9962	0.0816	YDL227C	YGL241W	YML012W
155045	YDL227C+YMR129W_tm2772	YCR095C_dma608	0.4078	1.0641	0.0414	YCR095C	YDL227C	YMR129W
79128	YDL227C+YHL029C_tm2827	YMR129W_dma3711	0.4078	1.0205	0.0199	YDL227C	YHL029C	YMR129W
90654	YDL227C+YHR167W_tm2757	YPL115C_dma4853	0.4078	0.9278	0.0696	YDL227C	YHR167W	YPL115C
361599	YJL030W+YDL227C_tm3211	YDL100C_dma690	0.4078	0.9354	0.0402	YDL100C	YDL227C	YJL030W
59259	YDL227C+YDR363W_tm2820	YDR153C_dma943	0.4078	0.7737	0.0693	YDL227C	YDR153C	YDR363W
148308	YDL227C+YMR026C_tm2866	YBR087W_tsa887	0.4077	0.8754	0.0577	YBR087W	YDL227C	YMR026C
217451	YDL227C+YPL115C_tm2907	YHR082C_dma2125	0.4077	0.9091	0.041	YDL227C	YHR082C	YPL115C
363018	YJL030W+YDL227C_tm3288	YHL002W_dma2033	0.4077	0.9411	0.0725	YDL227C	YHL002W	YJL030W
265752	YDR363W+YDL227C_tm3182	YLL048C_dma3093	0.4077	0.8648	0.0695	YDL227C	YDR363W	YLL048C
